Element;Sect;Col;Seism;GroupRSU;Crit;N;Mk;My;Qz;Mz;Qy;Loads
416;1;2;-;A1;24;-78.671959;0.002832;-2.023845;2.40435;0.0985;0.150739;1 4 7 8 9 10
416;1;1;-;A1;27;-61.234802;0.001936;-1.571075;1.860107;0.074291;0.115583;1 6 8
416;1;2;-;A1;28;-61.116451;0.001742;-1.584241;1.870476;0.073063;0.115024;1 2 4 7 8 11
416;1;2;-;A1;33;-78.671959;0.002832;-2.023845;2.40435;0.0985;0.150739;1 8 9 10
416;1;2;-;A1;43;-78.671959;0.002832;-2.023845;2.40435;0.0985;0.150739;1 3 8 9 10
416;2;2;-;A1;2;-77.615959;0.002832;3.746594;2.40435;-0.263274;0.150739;1 5 8 9 10
416;2;2;-;A1;6;-77.595528;0.002834;3.761722;2.41586;-0.263993;0.150567;1 2 6 7 8 9 10
416;2;2;-;A1;9;-77.615959;0.002832;3.746594;2.40435;-0.263274;0.150739;1 3 7 8 9 10
416;2;2;-;A1;11;-77.518036;0.002636;3.743186;2.403208;-0.262441;0.150353;1 5 8 9 10 11
416;2;2;-;A1;15;-77.497604;0.002639;3.758314;2.414719;-0.263161;0.15018;1 2 6 7 8 9 10 11
416;2;2;-;A1;26;-77.615959;0.002832;3.746594;2.40435;-0.263274;0.150739;1 4 7 8 9 10
416;2;1;-;A1;27;-60.178802;0.001936;2.893183;1.860107;-0.203108;0.115583;1 6 8
416;2;2;-;A1;28;-60.060452;0.001742;2.904903;1.870476;-0.202995;0.115024;1 2 4 7 8 11
416;2;2;-;A1;33;-77.615959;0.002832;3.746594;2.40435;-0.263274;0.150739;1 8 9 10
416;2;2;-;A1;44;-77.595528;0.002834;3.761722;2.41586;-0.263993;0.150567;1 2 5 8 9 10
416;2;2;-;A1;45;-77.615959;0.002832;3.746594;2.40435;-0.263274;0.150739;1 3 8 9 10
464;1;2;-;A1;2;-26.536964;-0.018109;0.180688;-0.034566;0.045184;0.013445;1 2 5 7 8 9 10
464;1;2;-;A1;4;-26.48362;-0.018221;0.179662;-0.033944;0.047807;0.014535;1 5 7 8 9 10
464;1;2;-;A1;6;-26.536964;-0.018109;0.180688;-0.034566;0.045184;0.013445;1 2 4 8 9 10
464;1;2;-;A1;8;-26.535131;-0.018094;0.180744;-0.034584;0.045065;0.013417;1 2 5 8 9 10 11
464;1;2;-;A1;10;-18.618341;-0.018183;0.115926;-0.004223;0.039937;0.010371;1 2 5 8
464;1;2;-;A1;11;-26.48362;-0.018221;0.179662;-0.033944;0.047807;0.014535;1 5 8 9 10
464;1;2;-;A1;14;-26.48362;-0.018221;0.179662;-0.033944;0.047807;0.014535;1 4 8 9 10
464;1;2;-;A1;15;-18.564997;-0.018294;0.1149;-0.003601;0.04256;0.011461;1 5 7 8
464;1;2;-;A1;22;-26.536964;-0.018109;0.180688;-0.034566;0.045184;0.013445;1 2 5 8 9 10
464;1;1;-;A1;27;-18.564997;-0.018294;0.1149;-0.003601;0.04256;0.011461;1 3 8
464;1;2;-;A1;29;-26.48362;-0.018221;0.179662;-0.033944;0.047807;0.014535;1 7 8 9 10
464;1;1;-;A1;31;-18.564997;-0.018294;0.1149;-0.003601;0.04256;0.011461;1 8
464;1;2;-;A1;32;-18.563164;-0.018279;0.114957;-0.003619;0.04244;0.011434;1 3 8 11
464;1;2;-;A1;34;-26.536964;-0.018109;0.180688;-0.034566;0.045184;0.013445;1 2 8 9 10
464;1;2;-;A1;39;-26.535131;-0.018094;0.180744;-0.034584;0.045065;0.013417;1 2 4 8 9 10 11
464;1;2;-;A1;43;-26.48362;-0.018221;0.179662;-0.033944;0.047807;0.014535;1 3 7 8 9 10
464;1;2;-;A1;45;-26.48362;-0.018221;0.179662;-0.033944;0.047807;0.014535;1 4 7 8 9 10
464;2;2;-;A1;2;-23.720964;-0.018109;-0.040536;-0.034566;-0.040862;0.013445;1 2 4 8 9 10
464;2;2;-;A1;4;-23.720964;-0.018109;-0.040536;-0.034566;-0.040862;0.013445;1 2 5 8 9 10
464;2;2;-;A1;6;-23.720964;-0.018109;-0.040536;-0.034566;-0.040862;0.013445;1 2 5 7 8 9 10
464;2;2;-;A1;8;-23.66762;-0.018221;-0.03758;-0.033944;-0.045215;0.014535;1 5 7 8 9 10
464;2;2;-;A1;10;-15.802341;-0.018183;0.088898;-0.004223;-0.026438;0.010371;1 2 5 8
464;2;2;-;A1;11;-23.66762;-0.018221;-0.03758;-0.033944;-0.045215;0.014535;1 5 8 9 10
464;2;2;-;A1;14;-23.66762;-0.018221;-0.03758;-0.033944;-0.045215;0.014535;1 4 8 9 10
464;2;2;-;A1;15;-15.748997;-0.018294;0.091854;-0.003601;-0.030791;0.011461;1 5 7 8
464;2;2;-;A1;24;-23.66762;-0.018221;-0.03758;-0.033944;-0.045215;0.014535;1 4 7 8 9 10
464;2;1;-;A1;27;-15.748997;-0.018294;0.091854;-0.003601;-0.030791;0.011461;1 3 8
464;2;2;-;A1;29;-23.66762;-0.018221;-0.03758;-0.033944;-0.045215;0.014535;1 7 8 9 10
464;2;1;-;A1;31;-15.748997;-0.018294;0.091854;-0.003601;-0.030791;0.011461;1 8
464;2;2;-;A1;32;-15.747165;-0.018279;0.091796;-0.003619;-0.030736;0.011434;1 3 8 11
464;2;2;-;A1;34;-23.720964;-0.018109;-0.040536;-0.034566;-0.040862;0.013445;1 2 8 9 10
464;2;2;-;A1;40;-23.719131;-0.018094;-0.040594;-0.034584;-0.040807;0.013417;1 2 4 8 9 10 11
464;2;2;-;A1;43;-15.800509;-0.018168;0.08884;-0.004241;-0.026382;0.010344;1 2 5 8 11
545;1;2;-;A1;2;-13.546332;0.012259;0;-0.094796;0;-0.262022;1 2 5 7 8 9 10 11
545;1;2;-;A1;10;-13.532205;0.011955;0;-0.099527;0;-0.27646;1 3 7 8 11
545;1;2;-;A1;12;-13.533345;0.012064;0;-0.098264;0;-0.276662;1 2 3 8
545;1;2;-;A1;13;-13.546152;0.01227;0;-0.094682;0;-0.262054;1 2 3 7 8 9 10
545;1;2;-;A1;14;-13.532205;0.011955;0;-0.099527;0;-0.27646;1 5 8 11
545;1;2;-;A1;29;-13.545012;0.012161;0;-0.095946;0;-0.261852;1 5 7 8 9 10 11
545;1;1;-;A1;30;-13.533345;0.012064;0;-0.098264;0;-0.276662;1 2 8
545;1;2;-;A1;33;-13.546152;0.01227;0;-0.094682;0;-0.262054;1 2 7 8 9 10
545;2;2;-;A1;2;-14.491011;0.012161;-0.206284;-0.095946;0.562981;-0.261852;1 5 7 8 9 10 11
545;2;2;-;A1;4;-14.478204;0.011955;-0.213984;-0.099527;0.594389;-0.27646;1 5 7 8 11
545;2;2;-;A1;6;-14.479344;0.012064;-0.211267;-0.098264;0.594823;-0.276662;1 2 3 7 8
545;2;2;-;A1;8;-14.492151;0.01227;-0.203567;-0.094682;0.563415;-0.262054;1 2 4 7 8 9 10
545;2;2;-;A1;10;-14.478204;0.011955;-0.213984;-0.099527;0.594389;-0.27646;1 3 7 8 11
545;2;2;-;A1;12;-14.479344;0.012064;-0.211267;-0.098264;0.594823;-0.276662;1 2 3 8
545;2;2;-;A1;13;-14.492151;0.01227;-0.203567;-0.094682;0.563415;-0.262054;1 2 3 7 8 9 10
545;2;2;-;A1;14;-14.478204;0.011955;-0.213984;-0.099527;0.594389;-0.27646;1 5 8 11
545;2;2;-;A1;18;-14.492332;0.012259;-0.203812;-0.094796;0.563347;-0.262022;1 2 5 7 8 9 10 11
545;2;2;-;A1;24;-14.491011;0.012161;-0.206284;-0.095946;0.562981;-0.261852;1 4 7 8 9 10 11
545;2;1;-;A1;30;-14.479344;0.012064;-0.211267;-0.098264;0.594823;-0.276662;1 2 8
545;2;2;-;A1;33;-14.492151;0.01227;-0.203567;-0.094682;0.563415;-0.262054;1 2 7 8 9 10
